Role,Company Name,Location,Posted Date,Extracted Date,Key Skill,Experience,Job Description,More Detail
"Business Reporter , Account Specialist , Brand Strategist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/business-reporter-account-specialist-brand-strategist-agriculture-company-6-to-11-yrs-jobid-96ka27oHq8VzpSvf__PLUS__uAgZw==&source=srp
Data Scientist,ispatial techno solutions pvt ltd.,Hyderabad/Secunderabad,1 day ago,2024-02-19,"algorithms  ,  c    ,  scala  ,  data mining  ,  sql  ,  java  ,  mysql  ,  hadoop  ,  middleware  ,  python  ,  oracle  ,  mq  ,  nosql",7 - 10 yrs,"Desired Requirements: Graduate degree in Data Science or another quantitative field is preferred.7 years of experience in applications development in a complex ,  multi-platfo...",https://www.timesjobs.com/job-detail/data-scientist-ispatial-techno-solutions-pvt-ltd-hyderabad-secunderabad-7-to-10-yrs-jobid-8gdtpNSBFVFzpSvf__PLUS__uAgZw==&source=srp
Configuration Analyst,RANGAM INFOTECH PVT. LTD.,Gurgaon,few days ago,2024-02-19,"css  ,  sql  ,  html  ,  system analyst  ,  kentico  ,  web technologies  ,  content management system",0 - 2 yrs,"The Config Analyst I is responsible for building and configuring the benefit schemes for clients using internal / external configurable platforms ,  against business requireme...",https://www.timesjobs.com/job-detail/configuration-analyst-rangam-infotech-pvt-ltd-gurgaon-0-to-2-yrs-jobid-67jRIZ1nUX1zpSvf__PLUS__uAgZw==&source=srp
"DE Jobs - Citigroup Data / Information Mgt Analyst - C10 in Chennai ,  India",buck global llc,Chennai,1 day ago,2024-02-19,"data analysis   ,   communication   ,   database management   ,   risk assessment   ,   banking domain   ,  sql  ,  big data  ,  python  ,  rdbms  ,  sas  ,  information management  ,  machine learning",2 - 5 yrs,"Job Scope:The Client Remediation  Data Analyst ,  accomplishes results through the management of a professional team that integrates subject matter and industry expertise with...",https://www.timesjobs.com/job-detail/de-jobs-citigroup-data-information-mgt-analyst-c10-in-chennai-india-buck-global-llc-chennai-2-to-5-yrs-jobid-QnuO2tNKoWZzpSvf__PLUS__uAgZw==&source=srp
Deputy General Manager - Cloud and Security Management,Tata Communications Ltd,Pune,3 days ago,2024-02-19,"cloud and security management  ,   product management  ,   market strategy  ,   product positioning  ,   data analysis   ,  sales support  ,  general manager  ,  sales related  ,  profit  ,  industry knowledge  ,  business strategy  ,  presentation skills  ,  marketing  ,  promotions  ,  build  ,  marketing manager  ,  channel strategy",7 - 12 yrs,"Deputy General Manager - Cloud and Security ManagementDate: 12 Feb 2024Location: Pune ,  IndiaCompany: Tata Communications##Broad Outline of the RoleThe role is responsible fo...",https://www.timesjobs.com/job-detail/deputy-general-manager-cloud-and-security-management-tata-communications-ltd-pune-7-to-12-yrs-jobid-xjkG2IY__SLASH__9DVzpSvf__PLUS__uAgZw==&source=srp
Data Warehouse Architect,InteleANTS Virtual Workforce Private Limited,Chennai,1 day ago,2024-02-19,"mysql  ,  api  ,  python  ,  adf  ,  nosql  ,  hosting  ,  storage  ,  sql  ,  security  ,  database  ,  mongodb  ,  c  ,  machine learning  ,  written communication  ,  infrastructure",5 - 8 yrs,"Roles  &  Responsibilities:1. Data Architecture: a. Design and Implement Data Platforms and Infrastructure with considerations around Data storage strategy ,  Security ,  Late...",https://www.timesjobs.com/job-detail/data-warehouse-architect-inteleants-virtual-workforce-private-limited-chennai-5-to-8-yrs-jobid-BOR__PLUS__AOcaFgpzpSvf__PLUS__uAgZw==&source=srp
Business Intelligence Advisor,NTT Data Vertex Software Inc.,,3 days ago,2024-02-19,"alteryx administration  ,   server management  ,   user access management  ,   data security  ,   troubleshooting   ,  technology consulting  ,  user training  ,  data governance",2 - 5 yrs,"Business Intelligence AdvisorDate: Jan 28 ,  2024Location: NOIDA ,  UP ,  INCompany: NTT DATA ServicesReq ID: 260467NTT DATA Services strives to hire exceptional ,  innovative...",https://www.timesjobs.com/job-detail/business-intelligence-advisor-ntt-data-vertex-software-inc-2-to-5-yrs-jobid-6BFu05AtFEFzpSvf__PLUS__uAgZw==&source=srp
PHP Developer,Essence Software Solutions Pvt. Ltd.,Gurgaon,4 days ago,2024-02-19,"css  ,  c    ,  c  ,  php developer  ,  javascript  ,  mysql server  ,  infrastructure  ,  php  ,  html  ,  mysql  ,  api",0 - 3 yrs,"Job DescriptionThe ideal candidate is a highly resourceful and innovative developer with extensive experience in the layout ,  design ,  and coding of websites specifically in...",https://www.timesjobs.com/job-detail/php-developer-essence-software-solutions-pvt-ltd-gurgaon-0-to-3-yrs-jobid-egwIJ9t6bmVzpSvf__PLUS__uAgZw==&source=srp
Team Lead,ace softex pvt. ltd.,Rajkot,5 days ago,2024-02-19,"project execution  ,  engineering  ,  experience in IT Industry",1 - 4 yrs,"Job Description: Responsible for project execution from data receive to data delivery to the clientTo manage team of data analysts and look after their productivity ,  quality...",https://www.timesjobs.com/job-detail/team-lead-ace-softex-pvt-ltd-rajkot-1-to-4-yrs-jobid-Iu0FmScmO4VzpSvf__PLUS__uAgZw==&source=srp
"Advertising Manager , Assistant Director , Brand Manager","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/advertising-manager-assistant-director-brand-manager-agriculture-company-manama-cairo-kuwait-city-beirut-muscat-6-to-11-yrs-jobid-RYiO8tG89Q9zpSvf__PLUS__uAgZw==&source=srp
Sr Manager Business Dev  &  Growth Programs,Tata Communications Ltd,Mumbai,few days ago,2024-02-19,"product management   ,   market strategy   ,   cloud and security domain   ,   data analysis   ,   business acumen    ,  sales support  ,  sales related  ,  profit  ,  manager  ,  industry knowledge  ,  business strategy  ,  presentation skills  ,  product manager  ,  marketing  ,  promotions  ,  build  ,  marketing manager  ,  product positioning",7 - 12 yrs,"Sr Manager Business Dev  &  Growth ProgramsDate: 11 Dec 2023Location: Mumbai ,  IndiaCompany: Tata CommunicationsBroad outline of the RoleThe role is responsible for product m...",https://www.timesjobs.com/job-detail/sr-manager-business-dev-growth-programs-tata-communications-ltd-mumbai-7-to-12-yrs-jobid-U4kOXFQQ0__SLASH__JzpSvf__PLUS__uAgZw==&source=srp
"Account Specialist , Brand Strategist , Marketing Specialist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/account-specialist-brand-strategist-marketing-specialist-agriculture-company-6-to-11-yrs-jobid-1QurnO9tLKpzpSvf__PLUS__uAgZw==&source=srp
DATA ARCHITECT / DATA SCIENTIST,axmiyan hr solutions private limited,Gurgaon,5 days ago,2024-02-19,"reports  ,  data mining  ,  database design  ,  database  ,  procedures",5 - 8 yrs,"PRIMARY DUTIES ,  RESPONSIBILITIES AND REQUIREMENTSo Design and implement effective database solutions and models to store and retrieve company data.o Examine and identify dat...",https://www.timesjobs.com/job-detail/data-architect-data-scientist-axmiyan-hr-solutions-private-limited-gurgaon-5-to-8-yrs-jobid-flngHNoNu__SLASH__BzpSvf__PLUS__uAgZw==&source=srp
"Business Reporter , Account Specialist , Brand Strategist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/business-reporter-account-specialist-brand-strategist-agriculture-company-6-to-11-yrs-jobid-sWPGSqSL__PLUS__RJzpSvf__PLUS__uAgZw==&source=srp
Data Scientist,IDP EDUCATION INDIA PVT LTD,Chennai,3 days ago,2024-02-19,"algorithms  ,  software engineering  ,  data structures  ,  python  ,  machine learning  ,  infrastructure",10 - 13 yrs,"Job DescriptionAn ASX100 business part that is owned by Australian universities ,  IDP is a pioneer in international education services. Our core business lines include studen...",https://www.timesjobs.com/job-detail/data-scientist-idp-education-india-pvt-ltd-chennai-10-to-13-yrs-jobid-aDetyOqiSXpzpSvf__PLUS__uAgZw==&source=srp
Research Analyst - Lead Research Specialist  ( AM ),Information Services Group,Bengaluru / Bangalore,few days ago,2024-02-19,"outsourcing  ,   technology research  ,   it research  ,   team management  ,   communication skills   ,  resource management  ,  interviewing  ,  time management  ,  presentation skills",7 - 9 yrs,"Research Analyst - Lead Research Specialist  ( AM )  Research-Provider Lens Bangalore ,  IndiaApplyDescriptionWanted: dynamic and creative individuals ready to connect with a ...",https://www.timesjobs.com/job-detail/research-analyst-lead-research-specialist-am-information-services-group-bengaluru-bangalore-7-to-9-yrs-jobid-ASzI8MMhlkNzpSvf__PLUS__uAgZw==&source=srp
Associate Analyst I - Global Data Mgmt.,Colgate-Palmolive  ( India ),Mumbai,6 days ago,2024-02-19,"data governance  ,   analytic thinking  ,   prioritization  ,   sap systems  ,   reporting  /  dashboarding   ,  information technology  ,  ajax  ,  spring  ,  python  ,  soap  ,  business environment",2 - 9 yrs,"Job Title: Associate Analyst I - Global Data Mgmt.travel Required?: No TravelDate: Feb 8 ,  2024HybridRelocation Assistance Offered Within Country #158004 - Mumbai ,  Maharash...",https://www.timesjobs.com/job-detail/associate-analyst-i-global-data-mgmt-colgate-palmolive-india-mumbai-2-to-9-yrs-jobid-fuC2d1eEqodzpSvf__PLUS__uAgZw==&source=srp
Sr. Analyst / Specialist Finance Analytics,Colgate-Palmolive  ( India ),Mumbai,5 days ago,2024-02-19,"financial analysis  ,   sql  ,   data analytics  ,   data visualization  ,   problem solving   ,  information technology  ,  ajax  ,  spring  ,  database  ,  python  ,  business environment  ,  soap",3 - 7 yrs,"Job Title: Sr. Analyst / Specialist Finance AnalyticsTravel Required?: No TravelDate: Feb 13 ,  2024HybridRelocation Assistance Offered Within Country157929 - Mumbai ,  Mahara...",https://www.timesjobs.com/job-detail/sr-analyst-specialist-finance-analytics-colgate-palmolive-india-mumbai-3-to-7-yrs-jobid-Sbzmg7x7PnlzpSvf__PLUS__uAgZw==&source=srp
Content Marketing Manager at Toolyt,toolyt,Bengaluru / Bangalore,few days ago,2024-02-19,"analytical thinking   ,   audience first mindset   ,   social media analytics   ,   data analysis   ,   leadership skills   ,  marketing  ,  marketing campaigns  ,  google analytics  ,  content marketing  ,  seo",1 - 5 yrs,"Content Marketing Manager at Toolyt LocationBengaluru ,  IndiaSalary20000 - 35000  / monthJob TypeFull-timeDate PostedJanuary 30th ,  2024Apply NowWe are looking for a highly ...",https://www.timesjobs.com/job-detail/content-marketing-manager-at-toolyt-toolyt-bengaluru-bangalore-1-to-5-yrs-jobid-XcQw__PLUS__1CyR__SLASH__ZzpSvf__PLUS__uAgZw==&source=srp
Senior-Angular-UI Developer,Vitrana,"Noida/Greater Noida,  Bengaluru / Bangalore",5 days ago,2024-02-19,"html5  ,  softwaredesign  ,  bootstrap  ,  security  ,  mvvm  ,  git  ,  singleton",4 - 6 yrs,We are looking for talented and experienced Front-end Angular Developers to create secure and functional code with a focus on user experience. You have a passion for technolog...,https://www.timesjobs.com/job-detail/senior-angular-ui-developer-vitrana-noida-greater-noida-bengaluru-bangalore-4-to-6-yrs-jobid-MrRRJpe0KNhzpSvf__PLUS__uAgZw==&source=srp
Angular-UI-TechLead,Vitrana,"Noida/Greater Noida,  Bengaluru / Bangalore",5 days ago,2024-02-19,"html5  ,  softwaredesign  ,  bootstrap  ,  security  ,  java  ,  mvvm  ,  git  ,  singleton  ,  spring framework",6 - 10 yrs,We are looking for highly experienced UI Tech Leads with solid Angular experience to create secure and functional code with a focus on user experience. You have a passion for ...,https://www.timesjobs.com/job-detail/angular-ui-techlead-vitrana-noida-greater-noida-bengaluru-bangalore-6-to-10-yrs-jobid-wPXWyIvAtoJzpSvf__PLUS__uAgZw==&source=srp
Angular / UI Developers,Vitrana,"Noida/Greater Noida,  Bengaluru / Bangalore",5 days ago,2024-02-19,"singleton  ,  html5  ,  bootstrap  ,  security  ,  mvvm  ,  git",1 - 4 yrs,We are looking for talented Front-end Angular Developers to create secure and functional code with a focus on user experience. You have a passion for technology and software b...,https://www.timesjobs.com/job-detail/angular-ui-developers-vitrana-noida-greater-noida-bengaluru-bangalore-1-to-4-yrs-jobid-PRFWnGnPFTRzpSvf__PLUS__uAgZw==&source=srp
Data Visualization Designer,Charles River Laboratories India,"Mumbai,  Hyderabad/Secunderabad",6 days ago,2024-02-19,"design  ,   microsoft bi  ,   tableau  ,   d3.js  ,   powerbi   ,  user research  ,  interface design  ,  ux  ,  designer  ,  user experience  ,  designing  ,  wireframes  ,  forms",2 - 6 yrs,"Data Visualization DesignerReq ID #: 221378Location: Cambridge ,  GB ,  CB23 6DP Hyderabad ,  IN Dublin ,  IE ,  D09 Harlow ,  GB ,  CM19 5TR Port Seton ,  GB ,  EH32 0TD Mumb...",https://www.timesjobs.com/job-detail/data-visualization-designer-charles-river-laboratories-india-mumbai-hyderabad-secunderabad-2-to-6-yrs-jobid-und4vqQiVQ5zpSvf__PLUS__uAgZw==&source=srp
Analyst data entry intern,XYLEM WATER SOLUTIONS INDIA PVT. LTD,Una,6 days ago,2024-02-19,"data analysis   ,   digitalization   ,   microsoft office   ,   italian fluency   ,   crm knowledge   ,  marketing  ,  lead generation",0 - 1 yrs,"Analyst Data Entry InternLocation:Engineering Lainate ,  Milano Saonara ,  ItalyDescription:Xylem ,  a global leader in water technology ,  is dedicated to solving the world's...",https://www.timesjobs.com/job-detail/analyst-data-entry-intern-xylem-water-solutions-india-pvt-ltd-una-0-to-1-yrs-jobid-GOZ4__SLASH__ZtO18lzpSvf__PLUS__uAgZw==&source=srp
"Advertising Manager , Assistant Director , Brand Manager","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/advertising-manager-assistant-director-brand-manager-agriculture-company-kharagpur-malda-midnapur-raniganj-siliguri-6-to-11-yrs-jobid-i__PLUS__eg99__SLASH____PLUS__bqRzpSvf__PLUS__uAgZw==&source=srp
Jr. Analyst - Global Data Mgmt,Colgate-Palmolive  ( India ),Mumbai,few days ago,2024-02-19,"data governance   ,   product data management   ,   sap systems   ,   reporting   ,   data science   ,  information technology  ,  ajax  ,  spring  ,  python  ,  soap  ,  business environment",2 - 5 yrs,Site upgrade in progress. You will not be able to apply at this time. Please be patient and check back with us later.established in 1806 as a small soap and candle business in...,https://www.timesjobs.com/job-detail/jr-analyst-global-data-mgmt-colgate-palmolive-india-mumbai-2-to-5-yrs-jobid-__SLASH__4Q3LKWK4ABzpSvf__PLUS__uAgZw==&source=srp
